"# Sensor Name: internal_sensor, Pin: 4, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-03-08,00:00:32,23.4,39.9
2025-03-08,00:01:32,23.4,40.1
2025-03-08,00:02:32,23.4,40.1
2025-03-08,00:03:32,23.4,40.3
2025-03-08,00:04:32,23.4,40.4
2025-03-08,00:05:32,23.4,39.4
2025-03-08,00:06:32,23.4,40.3
2025-03-08,00:07:32,23.4,39.9
2025-03-08,00:08:32,23.4,40.0
2025-03-08,00:09:32,23.4,39.8
2025-03-08,00:10:35,23.4,40.2
2025-03-08,00:11:35,23.4,40.3
2025-03-08,00:12:32,23.4,40.2
2025-03-08,00:13:32,23.4,40.0
2025-03-08,00:14:32,23.4,40.6
2025-03-08,00:15:32,23.4,40.4
2025-03-08,00:16:32,23.4,40.4
2025-03-08,00:17:32,23.4,40.1
2025-03-08,00:18:32,23.4,40.0
2025-03-08,00:19:37,23.3,39.9
2025-03-08,00:20:32,23.3,39.9
2025-03-08,00:21:35,23.3,39.9
2025-03-08,00:22:35,23.3,39.9
2025-03-08,00:23:35,23.3,39.9
2025-03-08,00:24:35,23.3,38.6
2025-03-08,00:25:32,23.3,39.7
2025-03-08,00:26:32,23.3,39.7
2025-03-08,00:27:32,23.3,39.7
2025-03-08,00:28:32,23.2,39.6
2025-03-08,00:29:32,23.2,39.6
2025-03-08,00:30:32,23.2,39.6
2025-03-08,00:31:35,23.2,39.6
2025-03-08,00:32:32,23.2,39.5
2025-03-08,00:33:32,23.2,39.7
2025-03-08,00:34:32,23.2,38.3
2025-03-08,00:35:32,23.1,38.3
2025-03-08,00:36:35,23.1,38.4
2025-03-08,00:37:32,23.1,39.5
2025-03-08,00:38:32,23.1,39.5
2025-03-08,00:39:32,23.1,39.5
