"# Sensor Name: internal_sensor, Pin: 9, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-04-27,00:00:16,21.2,34.4
2025-04-27,00:00:46,21.2,34.4
2025-04-27,00:01:16,21.2,34.4
2025-04-27,00:01:46,21.2,34.4
2025-04-27,00:02:16,21.2,34.4
2025-04-27,00:02:46,21.2,34.4
2025-04-27,00:03:16,21.2,34.4
2025-04-27,00:03:46,21.2,34.4
2025-04-27,00:04:16,21.2,34.4
2025-04-27,00:04:46,21.2,34.4
2025-04-27,00:05:19,21.2,34.4
2025-04-27,00:05:46,21.2,34.3
2025-04-27,00:06:16,21.2,34.4
2025-04-27,00:06:49,21.2,34.4
2025-04-27,00:07:16,21.2,34.4
2025-04-27,00:07:49,21.2,34.4
2025-04-27,00:08:16,21.2,34.3
2025-04-27,00:08:46,21.2,34.4
2025-04-27,00:09:16,21.2,34.4
2025-04-27,00:09:46,21.2,34.3
2025-04-27,00:10:16,21.2,34.4
2025-04-27,00:10:46,21.2,34.4
2025-04-27,00:11:16,21.2,34.4
2025-04-27,00:11:46,21.2,34.3
2025-04-27,00:12:16,21.2,34.4
2025-04-27,00:12:46,21.2,34.3
2025-04-27,00:13:16,21.2,34.3
2025-04-27,00:13:46,21.2,34.4
2025-04-27,00:14:16,21.2,34.3
2025-04-27,00:14:46,21.2,34.4
2025-04-27,00:15:19,21.2,34.3
2025-04-27,00:15:46,21.2,34.4
2025-04-27,00:16:16,21.2,34.4
2025-04-27,00:16:49,21.2,34.4
2025-04-27,00:17:16,21.2,34.3
2025-04-27,00:17:46,21.2,34.4
2025-04-27,00:18:16,21.2,34.3
2025-04-27,00:18:46,21.2,34.3
2025-04-27,00:19:16,21.2,34.3
2025-04-27,00:19:46,21.2,34.3
2025-04-27,00:20:16,21.2,34.4
2025-04-27,00:20:46,21.2,34.3
2025-04-27,00:21:16,21.2,34.3
2025-04-27,00:21:46,21.2,34.3
2025-04-27,00:22:16,21.2,34.3
2025-04-27,00:22:46,21.2,34.4
2025-04-27,00:23:16,21.2,34.3
2025-04-27,00:23:46,21.2,34.3
2025-04-27,00:24:16,21.2,34.3
2025-04-27,00:24:46,21.2,34.3
2025-04-27,00:25:19,21.2,34.3
2025-04-27,00:25:46,21.2,34.3
2025-04-27,00:26:16,21.2,34.3
2025-04-27,00:26:46,21.2,34.3
2025-04-27,00:27:19,21.2,34.3
2025-04-27,00:27:46,21.2,34.3
2025-04-27,00:28:16,21.2,34.3
2025-04-27,00:28:46,21.2,34.3
2025-04-27,00:29:16,21.2,34.3
2025-04-27,00:29:49,21.2,34.3
2025-04-27,00:30:16,21.2,34.3
2025-04-27,00:30:46,21.2,34.3
2025-04-27,00:31:16,21.2,34.3
2025-04-27,00:31:46,21.2,34.3
2025-04-27,00:32:16,21.2,34.3
2025-04-27,00:32:46,21.2,34.3
2025-04-27,00:33:16,21.2,34.3
2025-04-27,00:33:46,21.2,34.3
2025-04-27,00:34:16,21.2,34.3
2025-04-27,00:34:46,21.2,34.3
2025-04-27,00:35:16,21.2,34.3
2025-04-27,00:35:46,21.2,34.3
2025-04-27,00:36:16,21.2,34.3
2025-04-27,00:36:49,21.2,34.2
2025-04-27,00:37:16,21.2,34.3
2025-04-27,00:37:46,21.2,34.3
2025-04-27,00:38:16,21.2,34.3
2025-04-27,00:38:46,21.2,34.3
2025-04-27,00:39:16,21.2,34.3
2025-04-27,00:39:46,21.2,34.3
2025-04-27,00:40:16,21.2,34.3
2025-04-27,00:40:46,21.2,34.3
2025-04-27,00:41:16,21.2,34.3
2025-04-27,00:41:46,21.2,34.2
2025-04-27,00:42:16,21.2,34.3
2025-04-27,00:42:46,21.2,34.3
2025-04-27,00:43:19,21.2,34.2
2025-04-27,00:43:46,21.2,34.2
2025-04-27,00:44:16,21.2,34.2
2025-04-27,00:44:46,21.2,34.3
2025-04-27,00:45:16,21.2,34.3
2025-04-27,00:45:46,21.2,34.3
2025-04-27,00:46:16,21.2,34.3
2025-04-27,00:46:46,21.2,34.3
2025-04-27,00:47:16,21.2,34.2
2025-04-27,00:47:49,21.2,34.2
2025-04-27,00:48:16,21.2,34.2
2025-04-27,00:48:46,21.2,34.2
2025-04-27,00:49:16,21.2,34.2
2025-04-27,00:49:46,21.2,34.2
2025-04-27,00:50:16,21.2,34.2
2025-04-27,00:50:46,21.2,34.2
2025-04-27,00:51:16,21.2,34.2
2025-04-27,00:51:46,21.2,34.2
2025-04-27,00:52:16,21.2,34.3
2025-04-27,00:52:46,21.2,34.2
2025-04-27,00:53:16,21.2,34.2
2025-04-27,00:53:46,21.2,34.2
2025-04-27,00:54:16,21.2,34.2
2025-04-27,00:54:46,21.2,34.2
2025-04-27,00:55:16,21.2,34.2
2025-04-27,00:55:49,21.2,34.2
2025-04-27,00:56:16,21.2,34.2
2025-04-27,00:56:49,21.2,34.2
2025-04-27,00:57:16,21.2,34.2
2025-04-27,00:57:46,21.2,34.2
2025-04-27,00:58:16,21.2,34.2
2025-04-27,00:58:46,21.2,34.2
2025-04-27,00:59:16,21.2,34.2
2025-04-27,00:59:46,21.2,34.2
2025-04-27,01:00:16,21.2,34.2
2025-04-27,01:00:46,21.2,34.2
2025-04-27,01:01:16,21.2,34.2
2025-04-27,01:01:46,21.2,34.2
2025-04-27,01:02:16,21.2,34.2
2025-04-27,01:02:46,21.2,34.2
2025-04-27,01:03:16,21.2,34.2
2025-04-27,01:03:46,21.2,34.2
2025-04-27,01:04:16,21.2,34.2
2025-04-27,01:04:49,21.2,34.2
2025-04-27,01:05:16,21.2,34.2
2025-04-27,01:05:49,21.2,34.2
2025-04-27,01:06:16,21.2,34.2
2025-04-27,01:06:46,21.2,34.2
2025-04-27,01:07:16,21.2,34.2
2025-04-27,01:07:49,21.2,34.2
2025-04-27,01:08:16,21.2,34.1
2025-04-27,01:08:46,21.2,34.2
2025-04-27,01:09:16,21.2,34.2
2025-04-27,01:09:46,21.2,34.1
2025-04-27,01:10:16,21.2,34.2
2025-04-27,01:10:46,21.2,34.2
2025-04-27,01:11:16,21.2,34.2
2025-04-27,01:11:46,21.2,34.2
2025-04-27,01:12:16,21.2,34.2
2025-04-27,01:12:46,21.2,34.2
2025-04-27,01:13:16,21.2,34.1
2025-04-27,01:13:46,21.2,34.2
2025-04-27,01:14:16,21.2,34.2
2025-04-27,01:14:46,21.2,34.1
2025-04-27,01:15:16,21.2,34.1
2025-04-27,01:15:46,21.2,34.1
2025-04-27,01:16:16,21.2,34.1
2025-04-27,01:16:46,21.2,34.1
2025-04-27,01:17:16,21.2,34.2
2025-04-27,01:17:46,21.2,34.1
2025-04-27,01:18:16,21.2,34.2
2025-04-27,01:18:46,21.2,34.1
2025-04-27,01:19:19,21.2,34.1
2025-04-27,01:19:46,21.2,34.1
2025-04-27,01:20:16,21.2,34.1
2025-04-27,01:20:46,21.2,34.1
2025-04-27,01:21:16,21.2,34.1
2025-04-27,01:21:46,21.2,34.1
2025-04-27,01:22:16,21.2,34.1
2025-04-27,01:22:46,21.2,34.1
2025-04-27,01:23:16,21.2,34.1
2025-04-27,01:23:46,21.2,34.1
2025-04-27,01:24:16,21.2,34.1
2025-04-27,01:24:46,21.2,34.1
2025-04-27,01:25:16,21.2,34.1
2025-04-27,01:25:46,21.2,34.1
2025-04-27,01:26:19,21.2,34.1
2025-04-27,01:26:46,21.2,34.1
2025-04-27,01:27:16,21.2,34.1
2025-04-27,01:27:46,21.2,34.1
2025-04-27,01:28:19,21.2,34.1
2025-04-27,01:28:46,21.2,34.1
2025-04-27,01:29:19,21.2,34.1
2025-04-27,01:29:46,21.2,34.1
2025-04-27,01:30:16,21.2,34.1
2025-04-27,01:30:46,21.2,34.1
2025-04-27,01:31:16,21.2,34.1
2025-04-27,01:31:46,21.2,34.1
2025-04-27,01:32:16,21.2,34.1
2025-04-27,01:32:49,21.2,34.1
2025-04-27,01:33:19,21.2,34.1
2025-04-27,01:33:46,21.2,34.1
2025-04-27,01:34:16,21.2,34.1
2025-04-27,01:34:46,21.2,34.1
2025-04-27,01:35:16,21.2,34.1
2025-04-27,01:35:46,21.2,34.1
2025-04-27,01:36:16,21.2,34.1
2025-04-27,01:36:46,21.2,34.1
2025-04-27,01:37:16,21.2,34.1
2025-04-27,01:37:46,21.2,34.1
2025-04-27,01:38:16,21.2,34.1
2025-04-27,01:38:46,21.2,34.1
2025-04-27,01:39:16,21.2,34.0
2025-04-27,01:39:46,21.2,34.1
2025-04-27,01:40:16,21.2,34.1
2025-04-27,01:40:46,21.2,34.0
2025-04-27,01:41:16,21.2,34.1
2025-04-27,01:41:46,21.2,34.1
2025-04-27,01:42:16,21.2,34.1
2025-04-27,01:42:46,21.2,34.1
2025-04-27,01:43:16,21.2,34.1
2025-04-27,01:43:46,21.2,34.0
2025-04-27,01:44:16,21.2,34.1
2025-04-27,01:44:46,21.2,34.0
2025-04-27,01:45:19,21.2,34.0
2025-04-27,01:45:46,21.2,34.1
2025-04-27,01:46:16,21.2,34.1
2025-04-27,01:46:46,21.2,34.0
2025-04-27,01:47:19,21.2,34.0
2025-04-27,01:47:46,21.2,34.0
2025-04-27,01:48:16,21.2,34.0
2025-04-27,01:48:46,21.2,34.0
2025-04-27,01:49:16,21.2,34.0
2025-04-27,01:49:46,21.2,34.0
2025-04-27,01:50:16,21.2,34.0
2025-04-27,01:50:51,21.2,34.0
2025-04-27,01:51:16,21.2,34.0
2025-04-27,01:51:49,21.2,34.0
2025-04-27,01:52:16,21.2,34.0
2025-04-27,01:52:46,21.2,34.0
2025-04-27,01:53:16,21.2,34.1
2025-04-27,01:53:46,21.2,34.0
2025-04-27,01:54:16,21.2,34.0
2025-04-27,01:54:46,21.2,34.0
2025-04-27,01:55:16,21.2,34.0
2025-04-27,01:55:46,21.2,34.0
2025-04-27,01:56:16,21.2,34.0
2025-04-27,01:56:46,21.2,34.0
2025-04-27,01:57:16,21.2,34.0
2025-04-27,01:57:46,21.2,34.0
2025-04-27,01:58:16,21.2,34.0
2025-04-27,01:58:46,21.2,34.0
2025-04-27,01:59:16,21.2,34.0
2025-04-27,01:59:46,21.2,34.0
2025-04-27,02:00:16,21.2,34.0
2025-04-27,02:00:46,21.2,34.0
2025-04-27,02:01:16,21.2,34.0
2025-04-27,02:01:46,21.2,34.0
2025-04-27,02:02:16,21.2,34.0
2025-04-27,02:02:46,21.2,34.0
2025-04-27,02:03:16,21.2,34.0
2025-04-27,02:03:46,21.2,34.0
2025-04-27,02:04:16,21.2,34.0
2025-04-27,02:04:46,21.2,34.0
2025-04-27,02:05:16,21.2,34.0
2025-04-27,02:05:46,21.2,34.0
2025-04-27,02:06:16,21.2,34.0
2025-04-27,02:06:46,21.2,34.0
2025-04-27,02:07:16,21.2,34.0
2025-04-27,02:07:46,21.2,34.0
2025-04-27,02:08:16,21.2,34.0
2025-04-27,02:08:46,21.2,34.0
2025-04-27,02:09:16,21.2,34.0
2025-04-27,02:09:49,21.2,34.0
2025-04-27,02:10:16,21.2,34.0
2025-04-27,02:10:46,21.2,33.9
2025-04-27,02:11:16,21.2,34.0
2025-04-27,02:11:46,21.2,34.0
2025-04-27,02:12:16,21.2,34.0
2025-04-27,02:12:49,21.2,33.9
2025-04-27,02:13:16,21.2,34.0
2025-04-27,02:13:46,21.2,34.0
2025-04-27,02:14:16,21.2,33.9
2025-04-27,02:14:46,21.2,34.0
2025-04-27,02:15:16,21.2,33.9
2025-04-27,02:15:46,21.2,33.9
2025-04-27,02:16:16,21.2,33.9
2025-04-27,02:16:46,21.2,33.9
2025-04-27,02:17:16,21.2,33.9
2025-04-27,02:17:46,21.2,33.9
2025-04-27,02:18:16,21.2,33.9
2025-04-27,02:18:49,21.2,33.9
2025-04-27,02:19:16,21.2,33.9
2025-04-27,02:19:49,21.2,33.9
2025-04-27,02:20:16,21.2,33.9
2025-04-27,02:20:49,21.2,33.9
2025-04-27,02:21:19,21.2,33.9
2025-04-27,02:21:46,21.2,33.9
2025-04-27,02:22:16,21.2,33.9
2025-04-27,02:22:46,21.2,33.9
2025-04-27,02:23:16,21.2,33.9
2025-04-27,02:23:46,21.2,33.9
2025-04-27,02:24:16,21.2,33.9
2025-04-27,02:24:46,21.2,33.9
2025-04-27,02:25:16,21.2,33.9
2025-04-27,02:25:46,21.2,33.9
2025-04-27,02:26:16,21.2,33.9
2025-04-27,02:26:46,21.2,33.9
2025-04-27,02:27:16,21.2,33.9
2025-04-27,02:27:46,21.2,33.9
2025-04-27,02:28:16,21.2,33.9
2025-04-27,02:28:46,21.2,33.9
2025-04-27,02:29:16,21.2,33.9
2025-04-27,02:29:46,21.2,33.9
